pos,player,opp,status,points,year,week,team,team_score,team_away,team_away_score,team_manager,team_away_manager
BN,I. Colts,TEN,L 26-45,-6,2020,12,MarkusEXperte,213.38,Hubner,142.82,Markus,Hubner
QB,R. Wilson,@PHI,L 23-17,14.4,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
RB,C. Carson,@PHI,L 23-17,12.9,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
RB,E. Elliott,WAS,L 16-41,1.4,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
WR,D. Hopkins,@NE,W 17-20,8,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
WR,M. Evans,KC,L 24-27,18.5,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
TE,D. Schultz,WAS,L 16-41,4.9,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
FLEX,M. Williams,@BUF,W 17-27,4.1,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
FLEX,C. Lamb,WAS,L 16-41,4.6,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
K,W. Lutz,@DEN,L 31-3,8,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
DEF,B. Bills,LAC,W 27-17,7,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
BN,C. Newton,ARI,W 20-17,3.96,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
BN,D. Dallas,@PHI,L 23-17,0,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
BN,C. Davis,MIA,L 3-20,8.5,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
BN,A. Lazard,CHI,W 41-25,10.3,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
BN,J. Graham,@GB,W 25-41,4.7,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
BN,H. Texans,@DET,L 41-25,19,2020,12,MKx,83.8,TheRealBauer,121.9,Marc,Bauer
QB,D. Watson,@DET,L 41-25,33.12,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
RB,J. McKissic,@DAL,L 41-16,3.7,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
RB,N. Chubb,@JAX,L 27-25,25.1,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
WR,T. Lockett,@PHI,L 23-17,3.8,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
WR,M. Thomas,@DEN,L 31-3,7.1,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
TE,M. Gesicki,@NYJ,L 20-3,10.5,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
FLEX,G. Bernard,KC,L 24-27,5.9,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
FLEX,N. Agholor,ARI,W 20-17,7.9,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
K,J. Sanders,@NYJ,L 20-3,12,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
DEF,P. Steelers,BAL,W 19-14,14,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
BN,L. Bell,BYE,BYE,4.2,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
BN,S. Perine,NYG,L 17-19,0.7,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
BN,J. Williams,HOU,L 25-41,13.3,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
BN,B. Snell,BAL,W 19-14,10.8,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
BN,A. Thielen,CAR,W 28-27,0,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
BN,B. Aiyuk,@LAR,L 23-20,0,2020,12,Hammichan,123.12,Blitzkoerper85,95.08,Ha,Tobsenheimi
QB,J. Allen,LAC,W 27-17,14.48,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
RB,M. Sanders,SEA,L 17-23,5.2,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
RB,J. Jacobs,@ATL,W 6-43,2.9,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
WR,M. Jones,CLE,L 25-27,7.8,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
WR,R. Anderson,@MIN,W 27-28,17.4,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
TE,H. Henry,ARI,W 20-17,10.2,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
FLEX,S. Diggs,LAC,W 27-17,7.4,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
FLEX,C. Godwin,KC,L 24-27,13.7,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
K,R. Blankenship,TEN,L 26-45,2,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
DEF,M. Dolphins,@NYJ,L 20-3,14,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
BN,D. Harris,ARI,W 20-17,4.7,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
BN,M. Gaskin,@NYJ,L 20-3,0,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
BN,Z. Moss,LAC,W 27-17,7.8,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
BN,K. Golladay,@CIN,L 19-17,0,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
BN,J. Meyers,ARI,W 20-17,7.7,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
BN,M. Pittman,TEN,L 26-45,3.8,2020,12,Blitzkoerper85,95.08,Hammichan,123.12,Tobsenheimi,Ha
QB,R. Tannehill,@IND,L 45-26,19.14,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
RB,P. Lindsay,@DET,L 41-25,2,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
RB,D. Henry,@IND,L 45-26,37.5,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
WR,T. Fulgham,SEA,L 17-23,2.6,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
WR,A. Brown,@IND,L 45-26,17.8,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
TE,J. Smith,ARI,W 20-17,0,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
FLEX,A. Green,@NE,W 17-20,0,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
FLEX,A. Cooper,WAS,L 16-41,20.2,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
K,M. Crosby,CHI,W 41-25,4,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
DEF,N. Saints,@DEN,L 31-3,14,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
BN,D. Brees,BYE,BYE,0,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
BN,D. Johnson,@DET,L 41-25,0,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
BN,R. Mostert,@LAR,L 23-20,8.3,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
BN,H. Renfrow,@ATL,W 6-43,10.8,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
BN,J. Jones,@IND,L 45-26,0,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
BN,L. Thomas,@DAL,L 41-16,11.42,2020,12,seb44,117.24,Speasy,106.64,Hagen,Speasy
QB,A. Rodgers,CHI,W 41-25,25.64,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
RB,L. Fournette,KC,L 24-27,3.5,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
RB,D. Johnson,BYE,BYE,15.5,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
WR,T. McLaurin,@DAL,L 41-16,12.7,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
WR,D. Adams,CHI,W 41-25,15.1,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
TE,D. Waller,@ATL,W 6-43,4.3,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
FLEX,C. Beasley,LAC,W 27-17,8.3,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
FLEX,C. Kirk,@NE,W 17-20,3.4,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
K,J. Tucker,@PIT,W 14-19,2,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
DEF,D. Cowboys,WAS,L 16-41,-2,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
BN,D. Carr,@ATL,W 6-43,-2.4,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
BN,M. Gordon,NO,L 3-31,3.1,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
BN,J. Mixon,NYG,L 17-19,0,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
BN,J. Taylor,TEN,L 26-45,0,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
BN,A. Brown,KC,L 24-27,2.1,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
BN,K. Chiefs,@TB,L 27-24,5,2020,12,StumpfistTrumpf,88.44,AllTimeReadyPat,101.22,Stumpf,Patrick
QB,J. Herbert,@BUF,W 17-27,14.44,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
RB,M. Davis,LV,W 43-6,9.4,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
RB,B. Hill,@IND,L 45-26,5.5,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
WR,K. Allen,@BUF,W 17-27,14,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
WR,A. Robinson,@GB,W 25-41,23.4,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
TE,T. Kelce,@TB,L 27-24,12.2,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
FLEX,D. Slayton,@CIN,L 19-17,0,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
FLEX,J. Smith-Schuster,BAL,W 19-14,12.7,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
K,M. Prater,@NE,W 17-20,4,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
DEF,N. Giants,@CIN,L 19-17,11,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
BN,M. Ryan,LV,W 43-6,13.9,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
BN,C. McCaffrey,@MIN,W 27-28,0,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
BN,J. Conner,@NE,W 17-20,0,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
BN,J. Landry,@JAX,L 27-25,24.3,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
BN,J. Jeudy,NO,L 3-31,0,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
BN,N. Fant,NO,L 3-31,1.8,2020,12,Speasy,106.64,seb44,117.24,Speasy,Hagen
QB,T. Brady,KC,L 24-27,21.7,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
RB,W. Gallman,@LAR,L 23-20,16.6,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
RB,A. Jones,CHI,W 41-25,9.5,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
WR,C. Ridley,LV,W 43-6,14,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
WR,D. Johnson,BAL,W 19-14,7.6,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
TE,R. Gronkowski,KC,L 24-27,13.6,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
FLEX,B. Cooks,@DET,L 41-25,11,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
FLEX,K. Hinton,NO,L 3-31,-2.78,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
K,R. Succop,KC,L 24-27,5,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
DEF,M. Vikings,CAR,W 28-27,5,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
BN,T. Gurley,BYE,BYE,0,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
BN,D. Booker,@CIN,L 19-17,1,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
BN,S. Michel,ARI,W 20-17,0,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
BN,S. Shepard,@CIN,L 19-17,10.3,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
BN,J. Reynolds,@IND,L 45-26,6.5,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
BN,T. Higgins,NYG,L 17-19,12.9,2020,12,AllTimeReadyPat,101.22,StumpfistTrumpf,88.44,Patrick,Stumpf
QB,K. Murray,LAR,L 28-38,14.42,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
RB,K. Hunt,@TEN,L 41-35,7.2,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
RB,A. Ekeler,NE,L 0-45,8.8,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
WR,R. Woods,@ARI,L 38-28,13.5,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
WR,D. Parker,CIN,W 19-7,5.5,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
TE,E. Engram,@SEA,L 17-12,5.2,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
FLEX,C. Claypool,WAS,L 17-23,4.8,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
FLEX,J. Dobbins,DAL,W 34-17,13.1,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
K,Y. Koo,NO,L 16-21,11,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
DEF,G. Packers,PHI,W 30-16,10,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
BN,C. Edmonds,LAR,L 28-38,5.3,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
BN,C. Edwards-Helaire,DEN,W 22-16,0,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
BN,A. Gibson,@PIT,L 23-17,1.4,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
BN,J. Crowder,LV,L 28-31,19.2,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
BN,D. Chark,@MIN,W 24-27,5.1,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
BN,C. Browns,@TEN,L 41-35,5,2020,13,TheRealBauer,93.52,seb44,97.26,Bauer,Hagen
QB,L. Jackson,DAL,W 34-17,24.68,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
RB,A. Kamara,@ATL,L 21-16,16.7,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
RB,J. Robinson,@MIN,W 24-27,19.8,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
WR,J. Jefferson,JAX,W 27-24,22.8,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
WR,C. Kupp,@ARI,L 38-28,11.3,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
TE,D. Goedert,@GB,W 16-30,9.1,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
FLEX,K. Drake,@NYJ,L 31-28,12.8,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
FLEX,T. Boyd,@MIA,W 7-19,13.7,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
K,M. Wright,@CHI,L 34-30,5,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
DEF,S. Seahawks,NYG,L 12-17,11,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
BN,T. Hill,@ATL,L 21-16,20.58,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
BN,L. Murray,@ATL,L 21-16,2.7,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
BN,R. Jones,BYE,BYE,0,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
BN,D. Henderson,@ARI,L 38-28,14.4,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
BN,D. Moore,BYE,BYE,0,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
BN,C. Boswell,WAS,L 17-23,0,2020,13,Hubner,146.88,Blitzkoerper85,108.4,Hubner,Tobsenheimi
QB,P. Mahomes,DEN,W 22-16,19.32,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
RB,D. Cook,JAX,W 27-24,20.9,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
RB,D. Montgomery,DET,L 30-34,25.1,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
WR,T. Hill,DEN,W 22-16,11.8,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
WR,D. Metcalf,NYG,L 12-17,10.5,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
TE,T. Hockenson,@CHI,L 34-30,11.9,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
FLEX,D. Samuel,BUF,L 24-34,10.6,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
FLEX,N. Hines,@HOU,L 26-20,10.7,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
K,H. Butker,DEN,W 22-16,15,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
DEF,L. Rams,@ARI,L 38-28,12,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
BN,D. Swift,@CHI,L 34-30,0,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
BN,C. Samuel,@PIT,L 23-17,0,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
BN,T. Patrick,@KC,W 16-22,18.4,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
BN,K. Coutee,IND,L 20-26,18.1,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
BN,R. Succop,BYE,BYE,0,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
BN,D. Carlson,@NYJ,L 31-28,8,2020,13,MarkusEXperte,147.82,AllTimeReadyPat,134.8,Markus,Patrick
QB,R. Wilson,NYG,L 12-17,14.02,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
RB,C. Carson,NYG,L 12-17,18.5,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
RB,E. Elliott,@BAL,W 17-34,11.5,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
WR,D. Hopkins,LAR,L 28-38,15.2,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
WR,C. Davis,LV,L 28-31,29.7,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
TE,D. Schultz,@BAL,W 17-34,6.4,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
FLEX,M. Williams,NE,L 0-45,6.3,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
FLEX,C. Lamb,@BAL,W 17-34,7.6,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
K,W. Lutz,@ATL,L 21-16,3,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
DEF,H. Texans,IND,L 20-26,3,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
BN,C. Newton,@LAC,L 45-0,22.56,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
BN,D. Dallas,NYG,L 12-17,2.1,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
BN,M. Evans,BYE,BYE,0,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
BN,A. Lazard,PHI,W 30-16,6.5,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
BN,J. Graham,DET,L 30-34,0,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
BN,B. Bills,@SF,L 34-24,4,2020,13,MKx,115.22,Speasy,85.1,Marc,Speasy
QB,D. Watson,IND,L 20-26,17.44,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
RB,J. Williams,@CHI,L 34-30,4.6,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
RB,N. Chubb,@TEN,L 41-35,17.1,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
WR,T. Lockett,NYG,L 12-17,8.3,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
WR,A. Thielen,JAX,W 27-24,17.5,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
TE,R. Tonyan,PHI,W 30-16,11.9,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
FLEX,M. Thomas,@ATL,L 21-16,15,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
FLEX,B. Aiyuk,BUF,L 24-34,18,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
K,J. Sanders,CIN,W 19-7,10,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
DEF,P. Steelers,WAS,L 17-23,4,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
BN,G. Bernard,BYE,BYE,3.9,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
BN,L. Bell,BYE,BYE,6.5,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
BN,J. McKissic,@PIT,L 23-17,11.8,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
BN,C. Akers,@ARI,L 38-28,15.9,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
BN,N. Agholor,@LAC,L 45-0,5.8,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
BN,M. Gesicki,CIN,W 19-7,19.3,2020,13,Hammichan,123.84,StumpfistTrumpf,170.2,Ha,Stumpf
QB,J. Allen,@SF,L 34-24,28.1,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
RB,M. Sanders,@GB,W 16-30,3.1,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
RB,M. Gaskin,CIN,W 19-7,12.1,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
WR,M. Jones,@MIN,W 24-27,21.6,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
WR,M. Pittman,@HOU,L 26-20,7.1,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
TE,H. Henry,@LAC,L 45-0,1,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
FLEX,S. Diggs,@SF,L 34-24,14.2,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
FLEX,F. Gore,BYE,BYE,0.2,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
K,R. Blankenship,@HOU,L 26-20,7,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
DEF,M. Dolphins,CIN,W 19-7,14,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
BN,A. Peterson,BYE,BYE,17.7,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
BN,J. Jacobs,@NYJ,L 31-28,0,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
BN,D. Harris,@LAC,L 45-0,9,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
BN,R. Anderson,BYE,BYE,0,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
BN,C. Godwin,BYE,BYE,0,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
BN,K. Golladay,@SEA,L 17-12,0,2020,13,Blitzkoerper85,108.4,Hubner,146.88,Tobsenheimi,Hubner
QB,R. Tannehill,CLE,L 35-41,27.56,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
RB,R. Mostert,BUF,L 24-34,4.8,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
RB,D. Henry,CLE,L 35-41,4.4,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
WR,T. Fulgham,@GB,W 16-30,0,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
WR,A. Brown,CLE,L 35-41,6.7,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
TE,L. Thomas,@PIT,L 23-17,20.3,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
FLEX,H. Renfrow,@NYJ,L 31-28,6.7,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
FLEX,A. Cooper,@BAL,W 17-34,13.8,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
K,M. Crosby,PHI,W 30-16,6,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
DEF,N. Saints,@ATL,L 21-16,7,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
BN,D. Brees,BYE,BYE,0,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
BN,D. Johnson,IND,L 20-26,10.4,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
BN,P. Lindsay,IND,L 20-26,2.6,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
BN,A. Green,LAR,L 28-38,0,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
BN,J. Jones,CLE,L 35-41,12.4,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
