pos,player,opp,status,points,year,week,team,team_score,team_away,team_away_score,team_manager,team_away_manager
DEF,Ravens DEF,CLE,W 24-10,17,2017,2,The Manning Faced God,117.66,Die EXperten,85.08,Bauer,Markus
BN,A. Thielen,@PIT,L 9-26,2.4,2017,2,The Manning Faced God,117.66,Die EXperten,85.08,Bauer,Markus
BN,O. Beckham,DET,L 10-24,3.6,2017,2,The Manning Faced God,117.66,Die EXperten,85.08,Bauer,Markus
BN,T. West,CLE,W 24-10,10.5,2017,2,The Manning Faced God,117.66,Die EXperten,85.08,Bauer,Markus
BN,D. Parker,@LAC,W 19-17,8.5,2017,2,The Manning Faced God,117.66,Die EXperten,85.08,Bauer,Markus
BN,D. Prescott,@DEN,L 17-42,15.92,2017,2,The Manning Faced God,117.66,Die EXperten,85.08,Bauer,Markus
BN,T. Cohen,@TB,L 7-29,4.8,2017,2,The Manning Faced God,117.66,Die EXperten,85.08,Bauer,Markus
QB,M. Stafford,@NYG,W 24-10,13.18,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
RB,T. Montgomery,@ATL,L 23-34,23,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
RB,J. Howard,@TB,L 7-29,0.7,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
WR,A. Brown,MIN,W 26-9,6.2,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
WR,D. Hopkins,@CIN,W 13-9,7.3,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
TE,J. Reed,@LAR,W 27-20,4.8,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
FLEX,M. Lynch,NYJ,W 45-20,10.9,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
K,C. Catanzaro,@LV,L 20-45,10,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
DEF,Texans DEF,@CIN,W 13-9,9,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
BN,E. Sanders,DAL,W 42-17,18.2,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
BN,A. Luck,ARI,L 13-16,0,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
BN,S. Watkins,WAS,L 20-27,3,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
BN,A. Abdullah,@NYG,W 24-10,8.6,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
BN,S. Diggs,@PIT,L 9-26,3.1,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
BN,C. McCaffrey,BUF,W 9-3,4.4,2017,2,Die EXperten,85.08,The Manning Faced God,117.66,Markus,Bauer
QB,T. Siemian,@BUF,L 16-26,7.56,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
RB,L. Bell,@CHI,L 17-23,15.8,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
RB,K. Hunt,@LAC,W 24-10,24.3,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
WR,J. Nelson,CIN,W 27-24,17.2,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
WR,K. Allen,KC,L 10-24,6.1,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
TE,T. Kelce,@LAC,W 24-10,0.1,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
FLEX,E. Elliott,@ARI,W 28-17,15.4,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
K,G. Tavecchio,@WAS,L 10-27,3,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
DEF,Patriots DEF,HOU,W 36-33,6,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
BN,D. Thomas,@BUF,L 16-26,9.8,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
BN,D. Murray,SEA,W 33-27,18,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
BN,M. Bryant,@CHI,L 17-23,3,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
BN,T. Coleman,@DET,W 30-26,8.9,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
BN,D. Henry,SEA,W 33-27,6.4,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
BN,D. Cook,TB,W 34-17,22.9,2017,3,Le'Veon A Prayer,95.46,Leschke-Ultras,69.66,Hubner,Walter
QB,M. Ryan,@DET,W 30-26,13.66,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
RB,C. Anderson,@BUF,L 16-26,4.3,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
RB,J. Ajayi,NYG,W 27-24,2.5,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
WR,A. Green,@GB,L 24-27,17.1,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
WR,K. Benjamin,DEN,W 26-16,0.8,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
TE,Z. Ertz,NYG,W 27-24,9.5,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
FLEX,G. Tate,ATL,L 26-30,11.8,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
K,C. Santos,PIT,W 23-17,6,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
DEF,Broncos DEF,@BUF,L 16-26,4,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
BN,J. Stewart,NO,L 13-34,6.1,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
BN,J. Graham,@TEN,L 27-33,7.2,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
BN,D. Baldwin,@TEN,L 27-33,16.5,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
BN,R. Wilson,@TEN,L 27-33,33.52,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
BN,T. Riddick,ATL,L 26-30,3.8,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
BN,W. Snead,@CAR,W 34-13,0,2017,3,Leschke-Ultras,69.66,Le'Veon A Prayer,95.46,Walter,Hubner
QB,M. Stafford,ATL,L 26-30,16.46,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
RB,M. Lynch,@WAS,L 10-27,2.6,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
RB,T. Montgomery,CIN,W 27-24,5,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
WR,A. Brown,@CHI,L 17-23,17,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
WR,D. Hopkins,@NE,L 33-36,7.6,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
TE,J. Cook,@WAS,L 10-27,10.3,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
FLEX,C. McCaffrey,NO,L 13-34,11.7,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
K,G. Gano,NO,L 13-34,8,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
DEF,Rams DEF,@SF,W 41-39,4,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
BN,E. Sanders,@BUF,L 16-26,7.5,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
BN,A. Luck,CLE,W 31-28,0,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
BN,C. Thompson,LV,W 27-10,24.8,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
BN,S. Watkins,@SF,W 41-39,22.6,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
BN,S. Diggs,TB,W 34-17,29.3,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
BN,J. Howard,PIT,W 23-17,26.6,2017,3,Die EXperten,82.66,Suit Up,86.32,Markus,Files
QB,J. Winston,@MIN,L 17-34,15.52,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
RB,M. Gordon,KC,L 10-24,13.9,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
RB,L. Fournette,BAL,W 44-7,14,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
WR,L. Fitzgerald,DAL,L 17-28,20.9,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
WR,M. Evans,@MIN,L 17-34,6.7,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
TE,J. Witten,@ARI,W 28-17,0.3,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
FLEX,N. Agholor,NYG,W 27-24,2,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
K,J. Tucker,@JAX,L 7-44,1,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
DEF,Chiefs DEF,@LAC,W 24-10,12,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
BN,R. Cobb,CIN,W 27-24,0,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
BN,C. Hogan,HOU,W 36-33,18.8,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
BN,D. Moncrief,CLE,W 31-28,4.4,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
BN,M. Mariota,SEA,W 33-27,19.7,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
BN,J. Richard,@WAS,L 10-27,0.8,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
BN,J. Mixon,@GB,L 24-27,10.1,2017,3,Suit Up,86.32,Die EXperten,82.66,Files,Markus
QB,A. Rodgers,CIN,W 27-24,24.82,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
RB,I. Crowell,@IND,L 28-31,5.4,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
RB,J. Allen,@JAX,L 7-44,2.8,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
WR,J. Jones,@DET,W 30-26,9.1,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
WR,T. Hill,@LAC,W 24-10,15,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
TE,J. Doyle,CLE,W 31-28,-0.4,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
FLEX,J. Rodgers,@MIN,L 17-34,1.5,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
K,S. Gostkowski,HOU,W 36-33,4,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
DEF,Cardinals DEF,DAL,L 17-28,0,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
BN,C. Newton,NO,L 13-34,8.28,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
BN,D. Martin,@MIN,L 17-34,0,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
BN,L. Miller,@NE,L 33-36,6.3,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
BN,A. Jeffery,NYG,W 27-24,5.6,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
BN,A. Hurns,BAL,W 44-7,8,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
BN,C. Carson,@TEN,L 27-33,11.2,2017,3,Kung Suh Panda,62.22,Goldcity,100.12,Tobsenheimi,Hagen
QB,T. Brady,HOU,W 36-33,35.72,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
RB,M. Forte,MIA,W 20-6,2.5,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
RB,C. Hyde,LAR,L 39-41,21.4,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
WR,M. Crabtree,@WAS,L 10-27,0.7,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
WR,M. Thomas,@CAR,W 34-13,14.7,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
TE,K. Rudolph,TB,W 34-17,0.4,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
FLEX,F. Gore,CLE,W 31-28,11.7,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
K,D. Bailey,@ARI,W 28-17,4,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
DEF,Vikings DEF,TB,W 34-17,9,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
BN,P. Garcon,LAR,L 39-41,14.2,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
BN,L. McCoy,DEN,W 26-16,6.9,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
BN,L. Blount,NYG,W 27-24,12.7,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
BN,B. Cooks,HOU,W 36-33,27.1,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
BN,D. Carr,@WAS,L 10-27,5.22,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
BN,Falcons DEF,@DET,W 30-26,3,2017,3,Goldcity,100.12,Kung Suh Panda,62.22,Hagen,Tobsenheimi
QB,B. Roethlisberger,@CHI,L 17-23,12,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
RB,J. White,HOU,W 36-33,2.8,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
RB,T. Gurley,@SF,W 41-39,32.9,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
WR,D. Bryant,@ARI,W 28-17,7.2,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
WR,J. Landry,@NYJ,L 6-20,4.8,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
TE,D. Walker,SEA,W 33-27,3.1,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
FLEX,J. Nelson,DAL,L 17-28,0,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
K,G. Zuerlein,@SF,W 41-39,10,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
DEF,Steelers DEF,@CHI,L 17-23,6,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
BN,M. Ingram,@CAR,W 34-13,8.6,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
BN,D. Brees,@CAR,W 34-13,20.8,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
BN,J. Kearse,MIA,W 20-6,4.2,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
BN,J. Brown,DAL,L 17-28,8.7,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
BN,D. Johnson,DAL,L 17-28,0,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
BN,R. Kelley,LV,W 27-10,0,2017,3,Rui's Crew,78.8,The Manning Faced God,96.1,Patrick,Bauer
QB,K. Cousins,LV,W 27-10,26.8,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
RB,M. Gillislee,HOU,W 36-33,3.1,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
RB,D. Freeman,@DET,W 30-26,19.8,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
WR,D. Adams,CIN,W 27-24,6,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
WR,D. Parker,@NYJ,L 6-20,13.6,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
TE,R. Gronkowski,HOU,W 36-33,14.9,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
FLEX,T. Pryor,LV,W 27-10,1.9,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
K,M. Bryant,@DET,W 30-26,14,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
DEF,Ravens DEF,@JAX,L 7-44,-4,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
BN,A. Thielen,TB,W 34-17,9.8,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
BN,O. Beckham,@PHI,L 24-27,19.9,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
BN,T. West,@JAX,L 7-44,0.6,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
BN,A. Cooper,@WAS,L 10-27,0.6,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
BN,D. Prescott,@ARI,W 28-17,22.92,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
BN,T. Cohen,PIT,W 23-17,10.2,2017,3,The Manning Faced God,96.1,Rui's Crew,78.8,Bauer,Patrick
QB,T. Taylor,@ATL,W 23-17,12.48,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
RB,L. Bell,@BAL,W 26-9,30.6,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
RB,K. Hunt,WAS,W 29-20,12.1,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
WR,J. Nelson,CHI,W 35-14,19.5,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
WR,K. Allen,PHI,L 24-26,13.8,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
TE,T. Kelce,WAS,W 29-20,17.4,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
FLEX,E. Elliott,LAR,L 30-35,25.9,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
K,G. Tavecchio,@DEN,L 10-16,4,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
DEF,Jaguars DEF,@NYJ,L 20-23,15,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
BN,D. Thomas,LV,W 16-10,1.1,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
BN,D. Murray,@HOU,L 14-57,3.5,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
BN,T. Pryor,@KC,L 20-29,13,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
BN,M. Bryant,@BAL,W 26-9,4.8,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
BN,D. Henry,@HOU,L 14-57,0.7,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
BN,D. Cook,DET,L 7-14,11.4,2017,4,Le'Veon A Prayer,150.78,The Manning Faced God,84.48,Hubner,Bauer
QB,D. Prescott,LAR,L 30-35,22.58,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
RB,M. Gillislee,CAR,L 30-33,4.9,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
RB,D. Freeman,BUF,L 17-23,13.8,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
WR,D. Adams,CHI,W 35-14,7.3,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
WR,D. Parker,NO,L 0-20,6.9,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
TE,R. Gronkowski,CAR,L 30-33,8,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
FLEX,O. Beckham,@TB,L 23-25,9,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
K,M. Bryant,BUF,L 17-23,4,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
DEF,Bengals DEF,@CLE,W 31-7,8,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
BN,D. McFadden RB,BYE,BYE,0,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
BN,K. Cousins,@KC,L 20-29,20.6,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
BN,J. Reed,@KC,L 20-29,2.1,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
BN,A. Cooper,@DEN,L 10-16,0.9,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
BN,D. Foreman,TEN,W 57-14,4.5,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
BN,T. Cohen,@GB,L 14-35,4.8,2017,4,The Manning Faced God,84.48,Le'Veon A Prayer,150.78,Bauer,Hubner
QB,T. Brady,CAR,L 30-33,20.48,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
RB,L. McCoy,@ATL,W 23-17,10.8,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
RB,L. Blount,@LAC,W 26-24,15.6,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
WR,B. Cooks,CAR,L 30-33,4.2,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
WR,M. Thomas,@MIA,W 20-0,14.9,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
TE,K. Rudolph,DET,L 7-14,3.4,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
FLEX,F. Gore,@SEA,L 18-46,8,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
K,D. Bailey,LAR,L 30-35,6,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
DEF,Vikings DEF,DET,L 7-14,7,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
BN,M. Forte,JAX,W 23-20,0,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
BN,P. Garcon,@ARI,L 15-18,3.6,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
BN,M. Crabtree,@DEN,L 10-16,0,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
BN,D. Carr,@DEN,L 10-16,9.72,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
BN,C. Hyde,@ARI,L 15-18,9.5,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
BN,Falcons DEF,BUF,L 17-23,4,2017,4,Goldcity,90.38,Suit Up,88.68,Hagen,Files
QB,J. Winston,NYG,W 25-23,26.48,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
RB,M. Gordon,PHI,L 24-26,2.9,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
RB,L. Fournette,@NYJ,L 20-23,20.5,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
WR,L. Fitzgerald,SF,W 18-15,9.2,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
WR,M. Evans,NYG,W 25-23,12.7,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
TE,J. Witten,LAR,L 30-35,0.9,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
FLEX,T. Hilton,@SEA,L 18-46,3,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
K,J. Tucker,PIT,L 9-26,4,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
DEF,Chiefs DEF,WAS,W 29-20,9,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
BN,R. Cobb,CHI,W 35-14,10.4,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
BN,D. Moncrief,@SEA,L 18-46,9,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
BN,M. Mariota,@HOU,L 14-57,15.74,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
BN,N. Agholor,@LAC,W 26-24,5.8,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
BN,J. Richard,@DEN,L 10-16,2.7,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
BN,J. Mixon,@CLE,W 31-7,4.8,2017,4,Suit Up,88.68,Goldcity,90.38,Files,Hagen
QB,R. Wilson,IND,W 46-18,27.6,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
RB,C. Anderson,LV,W 16-10,11.2,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
RB,J. Ajayi,@LAC,W 26-24,5.4,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
WR,A. Green,@CLE,W 31-7,12.3,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
WR,D. Baldwin,IND,W 46-18,5.5,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
TE,Z. Ertz,@LAC,W 26-24,8.1,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
FLEX,G. Tate,@MIN,W 14-7,3.1,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
K,S. Gostkowski,CAR,L 30-33,15,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
DEF,Broncos DEF,LV,W 16-10,9,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
BN,M. Ryan,BUF,L 17-23,8.48,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
BN,J. Stewart,@NE,W 33-30,4.8,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
BN,J. Graham,IND,W 46-18,6.1,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
BN,T. Riddick,@MIN,W 14-7,1.2,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
BN,K. Benjamin,@ATL,W 23-17,10.4,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
BN,W. Snead,@MIA,W 20-0,0,2017,4,Leschke-Ultras,97.2,Rui's Crew,134.62,Walter,Patrick
QB,D. Brees,@MIA,W 20-0,19.02,2017,4,Rui's Crew,134.62,Leschke-Ultras,97.2,Patrick,Walter
RB,M. Ingram,@MIA,W 20-0,6.2,2017,4,Rui's Crew,134.62,Leschke-Ultras,97.2,Patrick,Walter
RB,T. Gurley,@DAL,W 35-30,27.5,2017,4,Rui's Crew,134.62,Leschke-Ultras,97.2,Patrick,Walter
